iter	Passed	Remaining
384	1657	1588
385	1661	1584
386	1665	1579
387	1670	1575
388	1674	1571
389	1679	1567
390	1683	1563
391	1688	1558
392	1691	1554
393	1696	1549
394	1700	1545
395	1704	1540
396	1708	1535
397	1712	1531
398	1716	1526
399	1720	1522
400	1723	1517
401	1727	1512
402	1732	1508
403	1736	1503
404	1739	1499
405	1743	1494
406	1747	1490
407	1751	1485
408	1755	1480
409	1759	1476
410	1763	1471
411	1767	1467
412	1771	1462
413	1775	1458
414	1779	1453
415	1783	1448
416	1787	1444
417	1791	1439
418	1795	1435
419	1798	1430
420	1802	1426
421	1806	1421
422	1810	1416
423	1814	1412
424	1819	1408
425	1823	1404
426	1828	1400
427	1832	1396
428	1837	1391
429	1841	1387
430	1845	1383
431	1850	1379
432	1854	1375
433	1859	1370
434	1863	1366
435	1867	1362
436	1872	1358
437	1876	1354
438	1881	1350
439	1886	1346
440	1890	1342
441	1895	1337
442	1899	1333
443	1904	1329
444	1908	1325
445	1912	1320
446	1917	1316
447	1921	1312
448	1926	1308
449	1930	1304
450	1934	1299
451	1939	1295
452	1943	1291
453	1947	1287
454	1952	1283
455	1959	1280
456	1965	1277
457	1970	1273
458	1974	1269
459	1978	1264
460	1984	1261
461	1988	1256
462	1992	1252
463	1997	1248
464	2001	1244
465	2005	1239
466	2010	1235
467	2014	1231
468	2019	1226
469	2023	1222
470	2027	1218
471	2031	1213
472	2036	1210
473	2042	1206
474	2047	1202
475	2052	1198
476	2056	1194
477	2060	1189
478	2064	1185
479	2068	1180
480	2073	1176
481	2077	1172
482	2083	1169
483	2087	1164
484	2092	1160
485	2096	1156
486	2100	1151
487	2106	1148
488	2111	1144
489	2115	1139
490	2119	1135
491	2123	1130
492	2127	1126
493	2131	1121
494	2135	1117
495	2139	1112
496	2143	1108
497	2147	1103
498	2151	1099
499	2154	1094
500	2158	1090
501	2162	1085
502	2166	1081
503	2170	1076
504	2174	1072
505	2178	1067
506	2182	1063
507	2186	1058
508	2190	1054
509	2194	1049
510	2198	1045
511	2202	1040
512	2206	1036
513	2210	1031
514	2214	1027
515	2218	1023
516	2221	1018
517	2225	1014
518	2229	1009
519	2234	1005
520	2238	1000
521	2242	996
522	2245	991
523	2250	987
524	2254	983
525	2259	979
526	2263	974
527	2269	971
528	2274	967
529	2278	963
530	2282	958
531	2287	954
532	2291	950
533	2295	945
534	2299	941
535	2304	937
536	2308	932
537	2312	928
538	2318	924
539	2323	920
540	2327	916
541	2331	911
542	2335	907
543	2339	903
544	2343	898
545	2347	894
546	2351	889
547	2355	885
548	2359	880
549	2362	876
550	2366	872
551	2370	867
552	2374	863
553	2379	858
554	2383	854
555	2387	850
556	2392	846
557	2396	841
558	2401	837
559	2406	833
560	2410	829
561	2415	825
562	2420	821
563	2424	816
564	2428	812
565	2432	807
566	2436	803
567	2440	799
568	2443	794
569	2447	790
570	2451	785
571	2455	781
572	2460	777
573	2464	772
574	2469	768
575	2473	764
576	2477	760
577	2481	755
578	2486	751
579	2490	747
580	2494	742
581	2498	738
582	2503	734
583	2507	729
584	2512	725
585	2516	721
586	2521	717
587	2525	713
588	2530	708
589	2534	704
590	2538	700
591	2542	695
592	2546	691
593	2550	687
594	2554	682
595	2558	678
596	2562	673
597	2566	669
598	2570	665
599	2574	660
600	2578	656
601	2582	652
602	2586	647
603	2590	643
604	2594	638
605	2597	634
606	2601	630
607	2605	625
608	2609	621
609	2613	616
610	2617	612
611	2621	608
612	2625	603
613	2629	599
614	2633	595
615	2637	590
616	2640	586
617	2644	582
618	2648	577
619	2653	573
620	2658	569
621	2663	565
622	2667	560
623	2672	556
624	2676	552
625	2680	548
626	2685	543
627	2691	539
628	2695	535
629	2700	531
630	2704	527
631	2709	522
632	2713	518
633	2717	514
634	2722	510
635	2727	505
636	2731	501
637	2735	497
638	2740	493
639	2744	488
640	2749	484
641	2753	480
642	2758	476
643	2762	471
644	2766	467
645	2771	463
646	2776	459
647	2780	454
648	2784	450
649	2789	446
650	2794	442
651	2800	438
652	2805	433
653	2810	429
654	2814	425
655	2818	421
656	2823	416
657	2827	412
658	2831	408
659	2836	403
660	2840	399
661	2845	395
662	2849	391
663	2854	386
664	2860	382
665	2865	378
666	2870	374
667	2874	370
668	2879	365
669	2883	361
670	2888	357
671	2892	352
672	2897	348
673	2901	344
674	2906	340
675	2910	335
676	2914	331
677	2919	327
678	2923	322
679	2928	318
680	2934	314
681	2938	310
682	2943	305
683	2946	301
684	2952	297
685	2956	293
686	2961	288
687	2965	284
688	2969	280
689	2974	275
690	2978	271
691	2983	267
692	2987	262
693	2991	258
694	2996	254
695	3001	250
696	3005	245
697	3010	241
698	3015	237
699	3019	232
700	3024	228
701	3028	224
702	3032	219
703	3036	215
704	3040	211
705	3045	207
706	3049	202
707	3053	198
708	3058	194
709	3062	189
710	3066	185
711	3070	181
712	3075	176
713	3079	172
714	3083	168
715	3087	163
716	3092	159
717	3096	155
718	3101	150
719	3105	146
720	3109	142
721	3114	138
722	3119	133
723	3123	129
724	3127	125
725	3131	120
726	3135	116
727	3140	112
728	3144	107
729	3148	103
730	3152	99
731	3156	94
732	3160	90
733	3164	86
734	3168	81
735	3172	77
736	3176	73
737	3180	68
738	3184	64
739	3187	60
740	3191	55
741	3195	51
742	3199	47
743	3203	43
744	3207	38
745	3211	34
746	3215	30
747	3219	25
748	3223	21
749	3227	17
750	3231	12
751	3235	8
752	3240	4
753	3244	0
