iter	Logloss
719	0.3142558699
720	0.314194575
721	0.3141276042
722	0.3140483824
723	0.3139395423
724	0.3138695138
725	0.3138098177
726	0.3137497218
727	0.3137084921
728	0.313631049
729	0.313584763
730	0.3135054413
731	0.3134447858
732	0.3133641651
733	0.3132949559
734	0.313203663
735	0.3131856562
736	0.3131376315
737	0.3131203842
738	0.3130443401
739	0.3130082666
740	0.312955905
741	0.3128984073
742	0.3128509621
743	0.3127915658
744	0.3127284122
745	0.3126471719
746	0.3125302977
747	0.3124614683
748	0.3123179737
749	0.312235914
750	0.3122032181
751	0.3121933853
752	0.3121276336
753	0.3120758316
